Title,Chapters,Update Frequency,Readers,Reviews,Last Updated,Genres,Description,Source
Demon-Wraith Plagued World: From Commoner to Supreme,31,1,39,0,2025-06-13,"['Adventure', 'Fantasy', 'Seinen', 'Supernatural', 'Xuanhuan']",Lin Feng was born into a Demon-Wraith plagued world.,https://www.novelupdates.com/series/demon-wraith-plagued-world-from-commoner-to-supreme/
The Martial Arts World is Full of Experts,47,3,414,3,2025-06-13,"['Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen Ai']","Zhang Xiaoyuan, the son of a renowned martial artist, possesses a unique ability.",https://www.novelupdates.com/series/the-martial-arts-world-is-full-of-experts/
Sickly Girl Doesn’t Die in Zombie Simulator,146,1,531,8,2025-06-13,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Shoujo Ai', 'Yuri']","Tags: Tangerine/Orange(yuri), Zombie, Apocalypse",https://www.novelupdates.com/series/sickly-girl-doesnt-die-in-zombie-simulator/
The Real Daughter Just Wants to Pilot Mechas,54,2,348,2,2025-06-13,"['Drama', 'Mecha', 'School Life', 'Sci-fi']","Jiang Momo spent eighteen years scavenging junk on a desolate planet, until one day she was suddenly informed that she was actually the youngest daughter of the wealthiest family on the Capital Star, mistakenly swapped at birth.",https://www.novelupdates.com/series/the-real-daughter-just-wants-to-pilot-mechas/
A TS Reincarnated Person Makes a Big Buzz by Using The Skills of Her Previous Life And Instantly Becomes a Major Vtuber.,37,2,212,0,2025-06-13,"['Comedy', 'Fantasy', 'Gender Bender', 'Sci-fi', 'Slice of Life']","Aria is an illegitimate child. She was abandoned at an orphanage shortly after she was born, and was taken in by her father when she was still a child because “the circumstances had changed.” Then, on New Year’s Eve when she turned 15, her father told her, “I don’t need you after all.”",https://www.novelupdates.com/series/a-ts-reincarnated-person-makes-a-big-buzz-by-using-the-skills-of-her-previous-life-and-instantly-becomes-a-major-vtuber/
"Daddy, Please Let Me Be Your Fan!",203,1,516,4,2025-06-13,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Gender Bender', 'Romance', 'School Life', 'Shoujo Ai', 'Xuanhuan', 'Yuri']","Chu Yuanying dared to swear that as a former savior, he never thought that one day he would transform into a magical girl and participate in an idol talent show, for such a silly reason like leaving a small fortune to his daughter after his death.",https://www.novelupdates.com/series/daddy-please-let-me-be-your-fan/
Regression Is Too Much,164,4,3040,18,2025-06-13,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']","One day, a Tower appeared, and with it a proclamation by God that Humanity is to be judged for becoming too corrupt.",https://www.novelupdates.com/series/regression-is-too-much/
The Forbidden Path to Immortality,47,0,99,1,2025-06-13,"['Action', 'Adventure', 'Fantasy', 'Mature', 'Mystery', 'Psychological', 'Seinen', 'Tragedy', 'Xianxia']",The line between good and evil was drawn long ago. Li Xun is about to burn it down.,https://www.novelupdates.com/series/the-forbidden-path-to-immortality/
The Mister Wants To Mark Me,91,3,1196,4,2025-06-13,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'School Life', 'Slice of Life', 'Yaoi']","Yan Yuzhou slept for a while and found himself in a book, not only becoming an omega but also gaining a married status. His husband is a tycoon of a film and television company - Shen Ci.",https://www.novelupdates.com/series/the-mister-wants-to-mark-me/
"Captain Jiang, Long Time No See",11,1,60,0,2025-06-13,"['Action', 'Comedy', 'Mature', 'Yaoi']",Urban Criminal Investigation,https://www.novelupdates.com/series/captain-jiang-long-time-no-see/
"Checking In for Sixty Years, From Puppet Emperor to Heavenly Emperor",112,1,128,0,2025-06-13,"['Action', 'Fantasy', 'Harem', 'Martial Arts', 'Xianxia']",Zhou An woke up one morning as the Emperor of the Qianyuan Empire. He initially thought he could revel in the company of beautiful women and wield absolute power over the world.,https://www.novelupdates.com/series/checking-in-for-sixty-years-from-puppet-emperor-to-heavenly-emperor/
Supernatural Chaotic World: Immortality Begins with Marrying a Wife,162,1,141,0,2025-06-13,"['Action', 'Fantasy', 'Harem', 'Martial Arts', 'Supernatural', 'Xianxia']","In a chaotic world teeming with supernatural beings, Qin Feng, a former factory worker, finds himself reborn as a lowly servant in the Great Wei Dynasty. Survival is a daily struggle, and the night brings terrors in the form of the Drummer, a spirit that demands tribute. Just when all hope seems lost, a system awakens within him, a ""golden finger"" that promises power through diligent effort and the bonds of marriage.",https://www.novelupdates.com/series/supernatural-chaotic-world-immortality-begins-with-marrying-a-wife/
The Imperial Peasant Girl is Both Enigmatic and Dashing,200,1,277,0,2025-06-13,"['Fantasy', 'Historical', 'Mystery', 'Romance']","A young and beautiful scientific research magnate transmigrated into a ""bastard"" with an unknown father and a crazy mother. Her family is dirt poor, and they're also being suppressed by unknown forces?",https://www.novelupdates.com/series/the-imperial-peasant-girl-is-both-enigmatic-and-dashing/
"Others Pilot Mecha, You Transform into Ultraman",54,1,53,1,2025-06-13,"['Action', 'Martial Arts', 'Mecha', 'School Life', 'Sci-fi']","The universe exploded, all the Ultramen disappeared. Leo, as the last Ultraman, came to Blue Star carrying hope.",https://www.novelupdates.com/series/others-pilot-mecha-you-transform-into-ultraman/
This Marriage Will Surely Succeed,246,3,2245,7,2025-06-13,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']","Iona, the knight who was the loyal dog of the tyrant Emperor, gave her life for him. But her lord, whom she trusted, abandoned her in the end, and the person who stood by her side in her death was no other than her husband.",https://www.novelupdates.com/series/this-marriage-will-surely-succeed/
The Son-In-Law Of A Prestigious Family Wants A Divorce,336,0,2059,13,2025-06-13,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Harem', 'Romance', 'Seinen', 'Tragedy']",The harassment from my in-laws who looked down on me because I was a commoner.,https://www.novelupdates.com/series/the-son-in-law-of-a-prestigious-family-wants-a-divorce/
Anti-Cheater Strategies,101,2,2145,20,2025-06-13,"['Fantasy', 'Harem', 'Romance', 'School Life']","Ever since an NPC named Shu ChunChun, had been taken advantage of and used carelessly by the world-hoppers, awakened her consciousness, she knew that the",https://www.novelupdates.com/series/anti-cheater-strategies/
Third-rate Martial Family Becomes the Best Under Heaven,34,1,177,0,2025-06-13,"['Action', 'Adventure', 'Martial Arts', 'Wuxia']","""I'm sorry, the Best Swordsman Among the Wanderers. Your talent is too dangerous.""",https://www.novelupdates.com/series/third-rate-martial-family-becomes-the-best-under-heaven/
After the Secret Marriage to My Top Star Partner,44,11,428,2,2025-06-13,"['Comedy', 'Drama', 'Romance', 'Yaoi']","As an idol with top influence, Mu Nan's biggest wish was to sing the hottest songs, act in the most popular programs, and snag a man with an eight-pack along the way.",https://www.novelupdates.com/series/after-the-secret-marriage-to-my-top-star-partner/
Huairen,44,5,599,1,2025-06-13,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts', 'Wuxia', 'Yaoi']","Ever since his youth, Qi Zhaoxi had been a wanderer of the Jianghu [1] , as well as a secret member of a demonic sect. Many years had passed, and given his skills, he would be completely capable of self-preservation as long as he tried. Yet, even before reaching 30 years of age, he wanted nothing other than to retire and go into seclusion.",https://www.novelupdates.com/series/huairen/
Opening an Antique Shop and Getting Rich Through All the Worlds,28,1,120,0,2025-06-13,"['Mystery', 'Psychological', 'Romance', 'Slice of Life']","[You have been connected to the Shop Management System, dedicated to serving you. Our motto is: As long as the shop exists, we exist!]",https://www.novelupdates.com/series/opening-an-antique-shop-and-getting-rich-through-all-the-worlds/
Cuddling with the Cold Female Protagonist,84,1,362,0,2025-06-13,"['Comedy', 'Fantasy', 'Romance', 'Slice of Life', 'Yuri']","Su Yi is a workaholic. After continuous 007 shifts [akin to 24/7] , she suddenly died in front of her computer.",https://www.novelupdates.com/series/cuddling-with-the-cold-female-protagonist/
Era: Starting from Mountain Farming and Hunting,118,2,235,1,2025-06-13,"['Mature', 'Romance', 'Slice of Life']","This novel follows the story of Lin Heng, a 60-year-old man who unexpectedly returns to the 1980s, a time of slow-paced life and pure thoughts.",https://www.novelupdates.com/series/era-starting-from-mountain-farming-and-hunting/
"Ha, Karma!",110,1,352,3,2025-06-13,"['Comedy', 'Romance', 'Supernatural', 'Yuri']",Fu Lianxue is actually a charm demon [equal to a succubus] .,https://www.novelupdates.com/series/ha-karma/
I Am Fish Meat,226,1,550,4,2025-06-13,"['Drama', 'Historical', 'Martial Arts', 'Mature', 'Romance', 'Yuri']","Approach her, serve her, please her, and then kill her.",https://www.novelupdates.com/series/i-am-fish-meat/
Quick Transmigration: Fate Trading System,227,1,2838,11,2025-06-13,"['Action', 'Adult', 'Adventure', 'Drama', 'Fantasy', 'Mature', 'Romance', 'Supernatural', 'Yuri']","Su Xin was a world-class hitman. One day, she died in a disaster and was bound to the Fate Trading System to change other people’s destiny and increase her own life span.",https://www.novelupdates.com/series/quick-transmigration-fate-trading-system/
Setting Up Stalls Near the Rich Lady,93,1,386,2,2025-06-13,"['Fantasy', 'Romance', 'Slice of Life', 'Yuri']","After transmigrating, Sun Miao was completely destitute with nothing but herself, living in bare walls. The good news was she obtained a 【Random Stall System】, the bad news was she had to prepare everything herself except for the food cart, even cooking skills had to be learned in the system space.",https://www.novelupdates.com/series/setting-up-stalls-near-the-rich-lady/
The Emperor’s Lover,24,3,148,0,2025-06-13,"['Adult', 'Drama', 'Mature', 'Romance', 'Smut']","""I didn't know a place like this existed. Which palace do you belong to?""",https://www.novelupdates.com/series/the-emperors-lover/
The General Under the Skirt,11,2,53,0,2025-06-13,"['Historical', 'Romance']","“He was an invincible general, and also a legend of invincibility she had heard about since childhood.”",https://www.novelupdates.com/series/the-general-under-the-skirt/
"The Hand of Confession, Slightly Trembling",183,1,231,0,2025-06-13,"['Action', 'Comedy', 'Horror', 'Mystery', 'Romance', 'Supernatural', 'Yuri']","Lou Jingmo said that apart from Shen Maomao, none of the participants in the ""Confession Game"" are innocent.",https://www.novelupdates.com/series/the-hand-of-confession-slightly-trembling/
The Passerby Female Supporting Character is Entangled by the Crazy Beautiful Villain,85,1,395,1,2025-06-13,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Romance', 'Supernatural', 'Yuri']","The female lead is a useless salted fish [咸鱼 | xián yú | slang for someone who is lazy or unambitious] , if you can accept that, then read on~",https://www.novelupdates.com/series/the-passerby-female-supporting-character-is-entangled-by-the-crazy-beautiful-villain/
Transmigrated into a S*umbag Alpha and Marked a Crazy Beautiful Boss,60,1,507,1,2025-06-13,"['Drama', 'Yuri']","Cheng Jiqing transmigrated into a s*umbag Alpha who was obsessed with the already married female lead and forced her to divorce. Not only did she tie the female lead to a villa, but she also used inducement agents to make them both enter the heat period, leading to a forced marking. The ending was miserable.",https://www.novelupdates.com/series/transmigrated-into-a-sumbag-alpha-and-marked-a-crazy-beautiful-boss/
When the Female Lead Becomes Obsessive (Quick Transmigration),61,1,161,1,2025-06-13,"['Adventure', 'Comedy', 'Drama', 'Romance', 'Yuri']","New tasker Wen Nuan was assigned missions by the main system. In each world, she needed to play the role of a supporting female character or a cannon fodder villain, complete the main storyline, and become a stepping stone for the male and female leads to reach the peak of success and a harmonious life.",https://www.novelupdates.com/series/when-the-female-lead-becomes-obsessive-quick-transmigration/
LV. 99 The Princess of Dark Flare,55,65,3490,12,2025-06-13,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Supernatural', 'Tragedy']","She came back from the unknown gate wearing only a black dress with a black parasol. A first-generation hunter, Cha Eunha, went missing 30 years ago.",https://www.novelupdates.com/series/lv-99-the-princess-of-dark-flare/
Adopted by the Villainous Noble Family,37,1,880,4,2025-06-13,"['Adventure', 'Comedy', 'Drama', 'Gender Bender', 'Shoujo', 'Shounen', 'Slice of Life', 'Yuri']","After being reincarnated, I dreamed of becoming a member of the Hero's Party.",https://www.novelupdates.com/series/adopted-by-the-villainous-noble-family/
I Became a Crow That Collects Traits in a Dark Fantasy World,28,2,395,0,2025-06-13,"['Action', 'Adventure', 'Fantasy', 'Shounen']",I was reincarnated into a dark fantasy world.,https://www.novelupdates.com/series/i-became-a-crow-that-collects-traits-in-a-dark-fantasy-world/
Wasn’t This Supposed To Be a Strategy Game?,41,7,506,1,2025-06-13,"['Fantasy', 'Romance']","I possessed a character in a notorious game with a 0% clear rate, 'The Last Kingmaker.'",https://www.novelupdates.com/series/wasnt-this-supposed-to-be-a-strategy-game/
My Twin Sister Was Taken as a Miko and I Was Thrown Away but I’m Probably the Miko,458,7,3824,11,2025-06-13,"['Adventure', 'Fantasy', 'Shoujo', 'Slice of Life']","I am the youngest of two twins. My sister is pretty like an angel, and our parents have always treated us differently. Just the other day, it was decided that my sister is the miko, a child loved by god, and she was taken away along with our parents.",https://www.novelupdates.com/series/my-twin-sister-was-taken-as-a-miko-and-i-was-thrown-away-but-im-probably-the-miko/
Listen to God,49,1,317,3,2025-06-13,"['Drama', 'Mystery', 'Romance', 'Shoujo Ai', 'Yuri']","A high budget martial arts drama called ""Magnificent"" has taken the summer by storm. Gu Chong, a C-list actress who plays Yan Ruyu in the drama, finally skyrockets to fame in the entertainment industry after years of hard work.",https://www.novelupdates.com/series/listen-to-god/
Being a Salted Fish Second Generation in Various Worlds,128,2,653,4,2025-06-13,"['Adventure', 'Fantasy', 'Slice of Life', 'Tragedy']",Yu Qian has bound herself to a Conquest System.,https://www.novelupdates.com/series/being-a-salted-fish-second-generation-in-various-worlds/
"Dear, It’s Time for Your Medicine!",272,1,271,2,2025-06-13,"['Action', 'Drama', 'Fantasy', 'Harem', 'Mature', 'Tragedy']","“Dear, it’s time for your medicine!” The beautiful and pure holy maiden brought the medicine to treat his wounds.",https://www.novelupdates.com/series/dear-its-time-for-your-medicine/
Monster Resurgence,208,2,845,4,2025-06-13,"['Action', 'Horror', 'Psychological', 'Romance', 'Supernatural', 'Yaoi']","After the resurgence of monsters, major cities are engulfed in fear, and bizarre extinct creatures emerge endlessly.",https://www.novelupdates.com/series/monster-resurgence/
The Reincarnated Sword King Became a Genius Young Lord,4,0,30,0,2025-06-13,"['Action', 'Fantasy', 'Martial Arts', 'School Life']","Top graduate of Jamryong Academy. Namgung Je, the Sword King who walked the righteous path and performed countless chivalrous deeds. “Your sword contains the universe...”",https://www.novelupdates.com/series/the-reincarnated-sword-king-became-a-genius-young-lord/
"Tragic Death and Rebirth, The Entire Empire Kneels and Calls Me Ancestor!",165,1,390,3,2025-06-13,"['Historical', 'Romance']","After Duan Mingxi married Gao Zhan, she followed the rules diligently, adhered to the three obediences and four virtues, and showed respect and filial piety to her parents-in-law.",https://www.novelupdates.com/series/tragic-death-and-rebirth-the-entire-empire-kneels-and-calls-me-ancestor/
I Accidentally Saved The Male Lead’s Brother,147,6,4044,5,2025-06-13,"['Drama', 'Fantasy', 'Romance']","She possessed Charlotte Lania, an extra character that was not even mentioned much in the original.",https://www.novelupdates.com/series/i-accidentally-saved-the-male-leads-brother/
I Didn’t Ask For Villain’s Obsession!,42,10,131,0,2025-06-13,"['Comedy', 'Drama', 'Fantasy', 'Mystery', 'Psychological', 'Romance', 'Shoujo', 'Slice of Life']",I was reincarnated as the villainous empress who tormented the heroine and got executed.,https://www.novelupdates.com/series/i-didnt-ask-for-villains-obsession/
The End of the World is Coming? I’m Stockpiling!,130,1,743,4,2025-06-13,"['Completed', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Shounen Ai', 'Slice of Life']","Thick fog, volcanic eruptions, earthquakes splitting the land, extreme heat, and endless rain drowned the world. Bit by bit, the earth disappeared into the abyss of history.",https://www.novelupdates.com/series/the-end-of-the-world-is-coming-im-stockpiling/
I Became the Protagonist’s Attachment Doll,55,1,312,0,2025-06-13,"['Adventure', 'Fantasy', 'Gender Bender', 'Psychological', 'Yuri']",I possessed a body that was broken beyond repair.,https://www.novelupdates.com/series/i-became-the-protagonists-attachment-doll/
I Was Executed in Another World,48,1,223,1,2025-06-13,"['Adult', 'Fantasy', 'Gender Bender', 'Yuri']",I was executed in another world.,https://www.novelupdates.com/series/i-was-executed-in-another-world/
"Awakening the Beautiful, Closeted Sister Who Was Betrayed",136,0,522,1,2025-06-13,"['Drama', 'Fantasy', 'Romance', 'Slice of Life', 'Yuri']","After Xie Yu transmigrated into a novel where her entire family were portrayed as villains, the thing she wanted most was to prevent the exceptional Dr. Zhou Chenglu from marrying her brother. On the surface, her brother appeared refined and considerate, but in reality, he was narrow-minded and sought to leverage his father-in-law’s family influence.",https://www.novelupdates.com/series/awakening-the-beautiful-closeted-sister-who-was-betrayed/
Giving Interstellar Players a Horror Ghost Game Shock,66,4,502,3,2025-06-13,"['Comedy', 'Horror', 'Mystery', 'Psychological', 'Sci-fi', 'Supernatural']",(Interstellar Games + Horror Games + No CP for the Heroine),https://www.novelupdates.com/series/giving-interstellar-players-a-horror-ghost-game-shock/
I Became the Wolf’s One and Only Companion,9,2,81,0,2025-06-13,"['Drama', 'Fantasy', 'Romance']",Solitaria is an unfortunate child. She was born into the Repus family but abandoned. She meets Heinrich in a volatile situation.,https://www.novelupdates.com/series/i-became-the-wolfs-one-and-only-companion/
The Commander is Troubled,25,3,138,0,2025-06-13,"['Adult', 'Fantasy', 'Mature', 'Romance', 'Smut']","Allen, a male protagonist with the ability to hear people's thoughts.",https://www.novelupdates.com/series/the-commander-is-troubled/
The Incompetent Minister Wants To Retire,64,3,589,4,2025-06-13,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Harem', 'Romance']","Despite being utterly incompetent, for some reason, it is hard to retire.",https://www.novelupdates.com/series/the-incompetent-minister-wants-to-retire/
The Perfect Bride,61,1,581,2,2025-06-13,"['Comedy', 'Fantasy', 'Mature', 'Romance', 'Smut']","Lady Natalie, a typical daughter of a baron, is in her third year of debut in high society.",https://www.novelupdates.com/series/the-perfect-bride/
"Aspiring Voice Actor, I Want to Make Money as a VTuber",19,1,58,0,2025-06-13,"['Fantasy', 'Gender Bender']",I failed the final round of the voice actor open recruitment.,https://www.novelupdates.com/series/aspiring-voice-actor-i-want-to-make-money-as-a-vtuber/
The Heroines of a Dark Fantasy Obsess Over Me,17,1,133,0,2025-06-13,"['Fantasy', 'Harem']",I transmigrated as an extra in a hopeless dark fantasy novel.,https://www.novelupdates.com/series/the-heroines-of-a-dark-fantasy-obsess-over-me/
I Became a Revered Civil Servant,18,1,69,0,2025-06-13,"['Comedy', 'Fantasy', 'Harem']","To avoid the future of being dragged to the guillotine, I had to get fired no matter what.",https://www.novelupdates.com/series/i-became-a-revered-civil-servant/
After Failing to Find Immortality,203,1,561,7,2025-06-13,"['Comedy', 'Harem', 'Romance', 'Supernatural', 'Xuanhuan']","Lin Tianlu, after enduring countless hardships and traversing treacherous mountains and rivers, finally ascended the long-dreamed-of immortal mountain, seeking the path to immortality.",https://www.novelupdates.com/series/after-failing-to-find-immortality/
"Qin Auntie, Save Me [Rebirth]",77,1,168,0,2025-06-13,"['Comedy', 'Drama', 'Mystery', 'Yuri']","Gentle, superpowered younger “milk dog” (loyal, innocent, and cute) x Mature, capable, and aloof female reporter, 1V1, HE",https://www.novelupdates.com/series/qin-auntie-save-me-rebirth/
How to Survive as the Second Son of a Mage Family,334,0,2426,17,2025-06-13,"['Action', 'Drama', 'Fantasy', 'Mystery', 'School Life', 'Supernatural']",A black poison with a blue tint swayed before my eyes.,https://www.novelupdates.com/series/how-to-survive-as-the-second-son-of-a-mage-family/
Devilish Disciple [Transmigration],59,2,261,0,2025-06-13,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Xianxia', 'Yuri']",Synopsis 1,https://www.novelupdates.com/series/devilish-disciple-transmigration/
Surviving as the Academy’s Weakest NPC,14,0,82,0,2025-06-13,"['Action', 'Fantasy', 'School Life']","I possessed the weakest NPC in the game I had been playing for ten years, Lapis Academy!",https://www.novelupdates.com/series/surviving-as-the-academys-weakest-npc/
I Became the Narrow-Eyed Villain in a Dropped Novel,36,3,316,0,2025-06-13,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Supernatural']",I came to my senses only to realize I had possessed a villain who dies in episode 150. And not just that—in a novel that had been discontinued.,https://www.novelupdates.com/series/i-became-the-narrow-eyed-villain-in-a-dropped-novel/
I Think My Daughter Has Regressed,10,40,174,0,2025-06-13,"['Comedy', 'Drama', 'Fantasy', 'Romance']","A blunt husband who often leaves home for wars of conquest. Their daughter Lucy, born amidst that.",https://www.novelupdates.com/series/i-think-my-daughter-has-regressed/
"After Facing a Tribulation, My Dead Daoist Partner Came Back",24,3,368,1,2025-06-13,"['Drama', 'Fantasy', 'Romance', 'Shounen Ai', 'Xianxia']",1.,https://www.novelupdates.com/series/after-facing-a-tribulation-my-dead-daoist-partner-came-back/
I Seduced the Female Lead in a Romance Fantasy,68,1,327,0,2025-06-13,"['Drama', 'Fantasy', 'Gender Bender', 'Mystery', 'Slice of Life', 'Yuri']","I possessed a character in a romance fantasy novel, where screams and death run rampant.",https://www.novelupdates.com/series/i-seduced-the-female-lead-in-a-romance-fantasy/
"I’m the White Pig Nobleman, but With the Memories of My Previous Life, I’ll Raise My Little Brother",54,0,731,4,2025-06-13,"['Comedy', 'Fantasy', 'Slice of Life']","In a world where Western and Asian cultures mix together, the only son of Count Kikunoi from the Kiryuu Empire, is Houchou. His life was already over at the age of five.",https://www.novelupdates.com/series/im-the-white-pig-nobleman-but-with-the-memories-of-my-previous-life-ill-raise-my-little-brother/
I Want You to Show Me Your Panties Even If You Look Disgusted. I Just Want to See Some Panties,18,0,34,0,2025-06-13,"['Comedy', 'Ecchi', 'Harem']","Circle Animal Machine's Iya na Kao Sarenagara Opantsu Misete Moraitai—now, unbelievably, a novel!",https://www.novelupdates.com/series/i-want-you-to-show-me-your-panties-even-if-you-look-disgusted-i-just-want-to-see-some-panties/
Kiss Me if You Can,63,4,3451,22,2025-06-13,"['Adult', 'Drama', 'Romance', 'Smut', 'Yaoi']","Chase C. Miller is an actor with chillingly glowing purple eyes that could violently take one’s heart and a beauty that draws everyone’s eyes. After spending a heated night with him, Josh was imprinted behind his ear and he now had a secret that must never be found. It was none other than the fact that he was pregnant with Chase’s child!",https://www.novelupdates.com/series/kiss-me-if-you-can/
"I Can Go Adventuring by Myself, Mom! The Son Raised by the Strongest Overprotective Dragon-Mom",2,1,31,0,2025-06-13,"['Action', 'Adventure', 'Comedy', 'Drama', 'Ecchi', 'Harem', 'Shounen']","Ryuuji who was an orphan was picked up and raised by the world's strongest evil dragon. When he turned 15, he had intended to leave the house and be independent, but his mother proclaims that to do so he must defeat her. ""You're lvl 999! How the hell am I supposed to do that?!""",https://www.novelupdates.com/series/i-can-go-adventuring-by-myself-mom-the-son-raised-by-the-strongest-overprotective-dragon-mom/
Marrying the Crown Princess,7,3,65,0,2025-06-13,"['Adult', 'Fantasy', 'Historical', 'Mature', 'Romance', 'Slice of Life', 'Yuri']","Su Qiuqiu transmigrated into a historical world and became the  seventh unfavored daughter of the Hou Mansion. Her stepmother arranged for her to marry in replacement of her older sister, the heir of the Prince of Zhen’nan, Lu Fangting—who was rumored to be seriously ill and unable to… perform in bed.",https://www.novelupdates.com/series/marrying-the-crown-princess/
The Regressed Villainess Takes a Vow of C*astity,26,3,123,0,2025-06-13,"['Comedy', 'Fantasy', 'Romance']","Lydia Evansi, born into a prestigious marquis family, with wealth to spare even after lavish spending, and blessed with a beautiful face.",https://www.novelupdates.com/series/the-regressed-villainess-takes-a-vow-of-castity/
[TS] The Life of a Streamer That Doesn’t Get F**ked up,61,2,144,0,2025-06-13,"['Fantasy', 'Gender Bender']","A professional netkama streamer, Go Su-young (Hiro), was making a living through broadcasting—until one day, they got caught.",https://www.novelupdates.com/series/ts-the-life-of-a-streamer-that-doesnt-get-fked-up/
"I’m Not the Saint, She Is!",2,1,35,0,2025-06-13,"['Fantasy', 'Harem', 'Yuri']","""What, you guys don’t even watch TV? There’s literally a saint over there performing miracles!""",https://www.novelupdates.com/series/im-not-the-saint-she-is/
Black Fox of The Ability Academy,55,1,287,1,2025-06-13,"['Fantasy', 'Gender Bender', 'Yuri']","On a day when I went all out on a leg workout at the gym and returned home,",https://www.novelupdates.com/series/black-fox-of-the-ability-academy/
No Moral,83,90,2474,8,2025-06-13,"['Completed', 'Adult', 'Drama', 'Mature', 'Romance', 'Smut', 'Yaoi']",Yoonshin is a lawyer who does not hesitate to defend the weak and powerless for free. Sehun uses underhanded methods to gain the upper hand and come out a winner.,https://www.novelupdates.com/series/no-moral/
"You’re Right, It’s a TS Drama Broadcast",1,2,22,0,2025-06-13,"['Fantasy', 'Gender Bender']","“Starting today, it’s Day 1 of simmering broth.”",https://www.novelupdates.com/series/youre-right-its-a-ts-drama-broadcast/
"Shut Up, Malevolent Dragon! I Don’t Want to Have Any More Children With You",360,1,1647,10,2025-06-13,"['Action', 'Adventure', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Romance', 'Slice of Life', 'Supernatural']","After being defeated and captured, the dragon-slaying hero Leon became a captive of the Silver Dragon Empress.",https://www.novelupdates.com/series/shut-up-malevolent-dragon-i-dont-want-to-have-any-more-children-with-you/
The Delicate Female Lead Only Wants to be Loved by the Villainous Young Ladies,302,1,657,5,2025-06-13,"['Ecchi', 'Fantasy', 'Harem', 'Supernatural', 'Yuri']","While others transmigrate into the role of a villainous young lady, I, on the other hand, became the ab*sed female lead in a sadistic novel!",https://www.novelupdates.com/series/the-delicate-female-lead-only-wants-to-be-loved-by-the-villainous-young-ladies/
This Isn’t an E*otic Game?,171,2,2111,10,2025-06-13,"['Adult', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Harem', 'Mature', 'Supernatural']","Just when I awakened adult game skills after reincarnating into another world, I realized this world was an apocalyptic dark fantasy.",https://www.novelupdates.com/series/this-isnt-an-eotic-game/
On How to Conquer System Fairies and Make Them Your Wives,188,1,425,0,2025-06-13,"['Comedy', 'Fantasy', 'Harem', 'Mature', 'Xuanhuan']","""On how to become the best under heaven?""",https://www.novelupdates.com/series/on-how-to-conquer-system-fairies-and-make-them-your-wives/
I! Accept Disciples and Become Stronger!,574,2,1219,21,2025-06-13,"['Action', 'Mature', 'Xuanhuan']","Xuan Yi traveled through the fantasy world and became the elder of the Profound Sword Sect, starting with the Nascent Soul Realm!",https://www.novelupdates.com/series/i-accept-disciples-and-become-stronger/
Sponsor Role,7,0,43,0,2025-06-13,"['Action', 'Adult', 'Drama', 'Romance', 'Yaoi']",[Congratulations! The winner of the KMS Acting Grand Prize is actor Ji Taebeom!],https://www.novelupdates.com/series/sponsor-role/
Little Palace Maid Desires a Higher Seat of Honor,8,1,59,1,2025-06-13,"['Drama', 'Historical', 'Mature', 'Slice of Life']",Yun Si is just a low-ranking palace maid.,https://www.novelupdates.com/series/little-palace-maid-desires-a-higher-seat-of-honor/
"The Eldest Daughter is Delicate and Pretty, how can she be a Malicious Supporting Character",4,0,34,0,2025-06-13,"['Drama', 'Historical', 'Slice of Life', 'Tragedy']","In the capital city of Shangjing, everyone knows that the legitimate daughter of the Prime Minister's mansion, known for her gentle and obedient demeanor, is intelligent and elegant, making her a model among noble ladies in the capital.",https://www.novelupdates.com/series/the-eldest-daughter-is-delicate-and-pretty-how-can-she-be-a-malicious-supporting-character/
Family,14,47,218,1,2025-06-13,"['Fantasy', 'Historical', 'Josei', 'Romance']","She has the name of the most talented woman in the capital, but in the end she fell into becoming a concubine who was sold to a businessman, and she was in a tragic situation where she could not survive or die.",https://www.novelupdates.com/series/family/
I Possessed a Dropped Novel,12,1,36,0,2025-06-13,"['Fantasy', 'Harem']",I got possessed by a novel that I got off from. Without even a status window.,https://www.novelupdates.com/series/i-possessed-a-dropped-novel/
I’m Unemployed but I’m Exploring the Dungeon Again Today,32,2,120,0,2025-06-13,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Harem']",A calamity class strongest unemployed newbie has arrived!!,https://www.novelupdates.com/series/im-unemployed-but-im-exploring-the-dungeon-again-today/
